,Player,Tm,Pos,G,GS,Solo,Sk,Int,Year
25046,Marcus Maye,NYJ,FS,16,16,50.0,0.0,1.0,2019
25047,Kenny Moore,IND,LCB,11,11,50.0,2.5,2.0,2019
25048,Isaiah Oliver,ATL,LCB,16,16,50.0,0.0,0.0,2019
25049,Denzel Perryman,LAC,MLB,14,10,50.0,0.0,1.0,2019
25050,Germaine Pratt,CIN,RLB,16,9,50.0,0.0,,2019
25051,Danny Trevathan,CHI,LILB,9,9,50.0,1.0,0.0,2019
25052,Jordan Whitehead,TAM,FS,14,14,50.0,0.0,1.0,2019
25053,Bud Dupree,PIT,ROLB,16,16,49.0,11.5,0.0,2019
25054,Chidobe Awuzie,DAL,LCB,16,16,48.0,0.0,1.0,2019
25055,Deandre Baker,NYG,LCB,16,15,48.0,0.0,0.0,2019
25056,Ross Cockrell,CAR,LCB,14,11,48.0,0.0,2.0,2019
25057,Kareem Jackson,DEN,SS,13,13,48.0,0.0,2.0,2019
25058,Alec Ogletree,NYG,LILB,13,13,48.0,1.0,1.0,2019
25059,Bobby Okereke,IND,RLB,16,8,48.0,1.0,0.0,2019
25060,Patrick Onwuasor,BAL,LILB,14,6,48.0,3.0,0.0,2019
25061,Brian Poole,NYJ,DB,14,10,48.0,0.0,1.0,2019
25062,Richard Sherman,SFO,LCB,15,15,48.0,0.0,3.0,2019
25063,Tre'Davious White,BUF,RCB/LCB,15,15,48.0,1.0,6.0,2019
25064,Joey Bosa,LAC,LDE,16,16,47.0,11.5,,2019
25065,Justin Coleman,DET,RCB,16,11,47.0,0.0,1.0,2019
25066,Dont'a Hightower,NWE,MLB,15,15,47.0,5.5,0.0,2019
25067,Mychal Kendricks,SEA,LLB,14,14,47.0,3.0,1.0,2019
25068,A.J. Klein,NOR,RLB,15,15,47.0,2.5,1.0,2019
25069,Jonathan Allen,WAS,LDE,15,15,46.0,6.0,0.0,2019
25070,Sam Hubbard,CIN,RDE,15,15,46.0,8.5,0.0,2019
25071,Damontae Kazee,ATL,FS,16,14,46.0,0.0,3.0,2019
25072,Marshon Lattimore,NOR,RCB,14,14,46.0,0.0,1.0,2019
25073,Devin McCourty,NWE,FS,16,16,46.0,0.0,5.0,2019
25074,Rodney McLeod,PHI,SS,16,16,46.0,1.0,2.0,2019
25075,Patrick Peterson,ARI,RCB,10,10,46.0,1.0,2.0,2019
25076,Shaquil Barrett,TAM,ROLB,16,16,45.0,19.5,1.0,2019
25077,Tramaine Brock,2TM,DB-RCB,14,11,45.0,0.0,0.0,2019
25078,Chuck Clark,BAL,FS,16,12,45.0,1.0,1.0,2019
25079,Shaquill Griffin,SEA,LCB,14,14,45.0,0.0,0.0,2019
25080,Devon Kennard,DET,LLB,16,15,45.0,7.0,,2019
25081,Montae Nicholson,WAS,FS,13,13,45.0,0.0,2.0,2019
25082,Damarious Randall,CLE,SS,11,11,45.0,2.5,0.0,2019
25083,Jalen Thompson,ARI,SS,15,9,45.0,0.0,1.0,2019
25084,Prince Amukamara,CHI,RCB,15,15,44.0,0.0,0.0,2019
25085,Minkah Fitzpatrick,2TM,DB-FS,16,16,44.0,0.0,5.0,2019
25086,Stephon Gilmore,NWE,RCB,16,16,44.0,0.0,6.0,2019
25087,Chris Harris Jr.,DEN,LCB,16,16,44.0,0.0,1.0,2019
25088,Ronnie Harrison,JAX,SS,14,14,44.0,2.0,2.0,2019
25089,Neville Hewitt,NYJ,RLB,12,12,44.0,3.0,2.0,2019
25090,Jalen Ramsey,2TM,DB-RCB,12,11,44.0,0.0,1.0,2019
25091,Daniel Sorensen,KAN,DB,16,3,44.0,0.0,2.0,2019
25092,Johnathan Joseph,HOU,LCB,14,11,43.0,0.0,1.0,2019
25093,Matt Judon,BAL,ROLB,16,16,43.0,9.5,,2019
25094,Harold Landry,TEN,ROLB,16,16,43.0,9.0,1.0,2019
25095,Haason Reddick,ARI,LILB,16,5,43.0,1.0,0.0,2019
25096,Sheldon Richardson,CLE,RDT,16,15,43.0,3.0,0.0,2019
25097,Leighton Vander Esch,DAL,RLB,9,9,43.0,0.5,0.0,2019
25098,Tre Herndon,JAX,LCB,16,14,42.0,0.0,3.0,2019
25099,Matthew Ioannidis,WAS,RDE,16,15,42.0,8.5,0.0,2019
25100,Myles Jack,JAX,MLB,11,11,42.0,0.5,1.0,2019
25101,Chandler Jones,ARI,LOLB,16,16,42.0,19.0,0.0,2019
25102,Emmanuel Moseley,SFO,RCB,16,9,42.0,0.0,1.0,2019
25103,Trayvon Mullen,OAK,RCB,16,10,42.0,0.0,1.0,2019
25104,Darnell Savage Jr.,GNB,FS,14,14,42.0,0.0,2.0,2019
25105,Juan Thornhill,KAN,FS,16,16,42.0,0.0,3.0,2019
25106,Andrew Adams,TAM,SS,14,11,41.0,0.0,1.0,2019
25107,Brandon Carr,BAL,RCB/FS,16,16,41.0,2.0,0.0,2019
25108,Jeff Heath,DAL,SS,13,13,41.0,0.0,0.0,2019
25109,Lamarcus Joyner,OAK,DB,14,10,41.0,0.0,0.0,2019
25110,Nik Needham,MIA,RCB,12,11,41.0,1.0,2.0,2019
25111,Za'Darius Smith,GNB,ROLB,16,16,41.0,13.5,,2019
25112,Kyle Van Noy,NWE,RLB,15,15,41.0,6.5,0.0,2019
25113,Joe Walker,ARI,LILB,16,11,41.0,0.0,,2019
25114,T.J. Carrie,CLE,LCB,16,6,40.0,1.0,1.0,2019
25115,Dante Fowler,LAR,LOLB,16,14,40.0,11.5,0.0,2019
25116,Clayton Geathers,IND,SS,15,10,40.0,0.0,1.0,2019
25117,Desmond King,LAC,DB,15,8,40.0,2.5,0.0,2019
25118,Khalil Mack,CHI,LOLB,16,16,40.0,8.5,0.0,2019
25119,Marcus Peters,2TM,DB-LCB,16,15,40.0,0.0,5.0,2019
25120,Marcus Williams,NOR,FS,15,15,40.0,0.0,4.0,2019
25121,Carlos Dunlap,CIN,LDE,14,14,39.0,9.0,0.0,2019
25122,Mike Hughes,MIN,DB,14,3,39.0,0.0,1.0,2019
25123,Melvin Ingram,LAC,RDE,13,13,39.0,7.0,1.0,2019
25124,Adoree' Jackson,TEN,RCB,11,10,39.0,0.0,0.0,2019
25125,Taron Johnson,BUF,DB,12,7,39.0,1.0,0.0,2019
25126,Jamal Perry,MIA,DB,14,6,39.0,0.0,1.0,2019
25127,Buster Skrine,CHI,DB,16,4,39.0,0.0,0.0,2019
25128,Patrick Chung,NWE,SS,13,12,38.0,0.0,0.0,2019
25129,Jarrad Davis,DET,MLB,11,11,38.0,2.0,0.0,2019
25130,Pierre Desir,IND,RCB,12,11,38.0,0.0,3.0,2019
25131,C.J. Gardner-Johnson,NOR,DB,16,7,38.0,0.0,1.0,2019
25132,Grady Jarrett,ATL,LDT,16,16,38.0,7.5,,2019
25133,Jonathan Jones,NWE,DB,15,9,38.0,0.0,0.0,2019
25134,Karl Joseph,OAK,SS,9,9,38.0,0.0,1.0,2019
25135,Jourdan Lewis,DAL,DB,16,5,38.0,4.0,2.0,2019
25136,Avonte Maddox,PHI,LCB,12,6,38.0,1.0,0.0,2019
25137,Denzel Ward,CLE,LCB,12,12,38.0,0.0,2.0,2019
25138,Bashaud Breeland,KAN,LCB,16,15,37.0,0.0,2.0,2019
25139,Calais Campbell,JAX,RDE,16,16,37.0,6.5,0.0,2019
25140,Maurice Canady,2TM,DB,13,3,37.0,0.0,1.0,2019
25141,Tashaun Gipson,HOU,SS,14,14,37.0,0.0,3.0,2019
25142,Markus Golden,NYG,LOLB,16,16,37.0,10.0,,2019
25143,Shaun Dion Hamilton,WAS,LB,16,0,37.0,1.0,1.0,2019
25144,Byron Jones,DAL,RCB,15,14,37.0,0.0,0.0,2019
25145,Cameron Jordan,NOR,LDE,16,16,37.0,15.5,0.0,2019
25146,Sean Murphy-Bunting,TAM,RCB,16,10,37.0,1.0,3.0,2019
25147,Jahlani Tavai,DET,MLB,15,6,37.0,2.0,1.0,2019
25148,Greedy Williams,CLE,RCB,12,12,37.0,0.0,0.0,2019
25149,Gareon Conley,2TM,RCB,14,12,36.0,0.0,1.0,2019
25150,Maxx Crosby,OAK,RDE,16,10,36.0,10.0,0.0,2019
25151,Grant Haley,NYG,DB,15,3,36.0,1.0,,2019
25152,Yannick Ngakoue,JAX,LDE,15,15,36.0,8.0,1.0,2019
25153,Foyesade Oluokun,ATL,LB,16,3,36.0,0.0,,2019
25154,Donald Payne,JAX,MLB,9,5,36.0,1.0,0.0,2019
25155,Troy Reeder,LAR,LB,16,8,36.0,0.0,,2019
25156,Andrew Sendejo,2TM,DB,15,3,36.0,1.0,3.0,2019
25157,Darius Slay,DET,LCB,14,14,36.0,0.0,2.0,2019
25158,Preston Smith,GNB,LOLB,16,16,36.0,12.0,1.0,2019
25159,Eric Wilson,MIN,LLB,16,6,36.0,3.0,,2019
25160,Jahleel Addae,HOU,DB,16,3,35.0,0.0,2.0,2019
25161,Lorenzo Alexander,BUF,RLB,16,7,35.0,2.0,0.0,2019
25162,Brandon Graham,PHI,RDE,16,16,35.0,8.5,,2019
25163,Lawrence Guy,NWE,LDE,16,16,35.0,3.0,1.0,2019
25164,Javon Hargrave,PIT,NT,16,13,35.0,4.0,,2019
25165,Anthony Harris,MIN,FS,14,14,35.0,0.0,6.0,2019
25166,Raekwon McMillan,MIA,LILB,13,12,35.0,0.0,0.0,2019
25167,Ben Niemann,KAN,LB,16,1,35.0,0.0,0.0,2019
25168,Larry Ogunjobi,CLE,LDT,15,15,35.0,5.5,0.0,2019
25169,Bradley Roby,HOU,RCB,10,10,35.0,1.0,2.0,2019
25170,T.J. Watt,PIT,LOLB,16,16,35.0,14.5,2.0,2019
25171,K'Waun Williams,SFO,DB,15,8,35.0,1.0,2.0,2019
25172,Michael Brockers,LAR,LDE,16,16,34.0,3.0,0.0,2019
25173,DeForest Buckner,SFO,RDT,16,16,34.0,7.5,0.0,2019
25174,Ronald Darby,PHI,RCB,11,11,34.0,0.0,2.0,2019
25175,Kendall Fuller,KAN,DB,11,4,34.0,1.0,0.0,2019
25176,Rayshawn Jenkins,LAC,SS,16,16,34.0,0.0,3.0,2019
25177,Lonnie Johnson Jr.,HOU,DB,14,7,34.0,0.0,0.0,2019
25178,Jaquiski Tartt,SFO,SS,12,12,34.0,0.5,0.0,2019
25179,P.J. Williams,NOR,DB,14,8,34.0,1.0,1.0,2019
25180,Mike Edwards,TAM,SS,15,7,33.0,1.0,0.0,2019
25181,Trey Flowers,DET,LDE,15,15,33.0,7.0,,2019
25182,Davon Godchaux,MIA,NT,16,16,33.0,2.0,0.0,2019
25183,Justin Houston,IND,LDE,16,16,33.0,11.0,,2019
25184,Whitney Mercilus,HOU,LOLB,16,16,33.0,7.5,2.0,2019
25185,Von Miller,DEN,ROLB,15,15,33.0,8.0,0.0,2019
25186,Fabian Moreau,WAS,DB,12,7,33.0,0.0,3.0,2019
25187,Josh Norman,WAS,RCB,12,8,33.0,1.0,1.0,2019
25188,Kendall Sheffield,ATL,DB,16,11,33.0,0.0,0.0,2019
25189,Michael Thomas,NYG,DB,16,2,33.0,0.0,0.0,2019
25190,Arik Armstead,SFO,RDE/LDE,16,16,32.0,10.0,0.0,2019
25191,Nick Bosa,SFO,LDE,16,14,32.0,9.0,1.0,2019
25192,Nigel Bradham,PHI,MLB,12,12,32.0,0.0,1.0,2019
25193,D.J. Hayden,JAX,DB,15,8,32.0,2.0,0.0,2019
25194,Troy Hill,LAR,LCB,14,9,32.0,1.0,2.0,2019
25195,Donte Jackson,CAR,LCB,13,10,32.0,0.0,3.0,2019
25196,Jimmy Moreland,WAS,RCB,14,5,32.0,0.0,0.0,2019
25197,Daron Payne,WAS,NT,15,9,32.0,2.0,0.0,2019
25198,Nickell Robey-Coleman,LAR,DB,16,3,32.0,0.0,0.0,2019
25199,A'Shawn Robinson,DET,RDT,13,9,32.0,1.5,0.0,2019
25200,D.J. Swearinger,3TM,DB,9,7,32.0,0.0,0.0,2019
25201,Earl Thomas,BAL,SS/FS,15,15,32.0,2.0,2.0,2019
25202,Isaac Yiadom,DEN,RCB,16,8,32.0,0.0,0.0,2019
25203,Josh Allen,JAX,LB,16,4,31.0,10.5,,2019
25204,Kenny Clark,GNB,NT,16,16,31.0,6.0,0.0,2019
25205,Michael Davis,LAC,LCB,12,12,31.0,0.0,2.0,2019
25206,Quinton Dunbar,WAS,LCB,11,11,31.0,0.0,4.0,2019
25207,Leon Jacobs,JAX,RLB,14,7,31.0,2.0,0.0,2019
25208,Jason McCourty,NWE,LCB,12,10,31.0,0.0,1.0,2019
25209,Brennan Scarlett,HOU,ROLB,15,10,31.0,3.5,0.0,2019
25210,Montez Sweat,WAS,LOLB,16,16,31.0,7.0,0.0,2019
25211,Jermaine Whitehead,CLE,DB,8,8,31.0,0.0,1.0,2019
25212,Mackensie Alexander,MIN,LB,13,4,30.0,0.5,1.0,2019
25213,Ryan Anderson,WAS,LB,16,4,30.0,4.0,0.0,2019
25214,Austin Calitro,JAX,LB,13,4,30.0,1.0,0.0,2019
25215,Brandon Facyson,LAC,DB,16,4,30.0,0.0,0.0,2019
25216,Davontae Harris,DEN,RCB,16,6,30.0,0.0,0.0,2019
25217,Will Harris,DET,FS,16,6,30.0,1.0,0.0,2019
25218,Malik Hooker,IND,FS,13,13,30.0,0.0,2.0,2019
25219,DeMarcus Lawrence,DAL,LDE,16,16,30.0,5.0,0.0,2019
25220,Julian Love,NYG,SS,15,5,30.0,0.0,1.0,2019
25221,George Odum,IND,DB,16,1,30.0,0.0,,2019
25222,Danny Shelton,NWE,LDT,16,14,30.0,3.0,,2019
25223,Roderic Teamer,LAC,FS,7,6,30.0,1.0,1.0,2019
25224,B.W. Webb,CIN,LCB,15,12,30.0,0.0,1.0,2019
25225,Christian Wilkins,MIA,RDE,16,14,30.0,2.0,0.0,2019
25226,Quincy Williams,JAX,LLB,11,8,30.0,0.0,,2019
25227,Ja'Whaun Bentley,NWE,LB,16,2,29.0,0.0,0.0,2019
25228,Aaron Donald,LAR,RDE,16,16,29.0,12.5,0.0,2019
25229,Damon Harrison,DET,LDT,15,15,29.0,2.0,0.0,2019
25230,J.C. Jackson,NWE,DB,16,6,29.0,0.0,5.0,2019
25231,Christian Jones,DET,RLB,13,13,29.0,2.0,0.0,2019
25232,Jalen Mills,PHI,LCB,9,9,29.0,0.0,1.0,2019
25233,Tramon Williams,GNB,DB,16,7,29.0,0.0,2.0,2019
25234,Vic Beasley,ATL,RDE,16,15,28.0,8.0,0.0,2019
25235,Preston Brown,2TM,LB-RLB,10,8,28.0,0.0,,2019
25236,Johnathan Hankins,OAK,RDT,16,16,28.0,1.5,0.0,2019
25237,Shelby Harris,DEN,LDE,16,16,28.0,6.0,0.0,2019
25238,Casey Hayward,LAC,RCB,16,16,28.0,0.0,2.0,2019
25239,Siran Neal,BUF,DB,15,1,28.0,0.0,,2019
25240,Mike Purcell,DEN,NT,13,7,28.0,0.0,,2019
25241,D.J. Reader,HOU,NT,15,15,28.0,2.5,,2019
25242,Sheldrick Redwine,CLE,FS,12,5,28.0,0.0,0.0,2019
25243,Jalen Reeves-Maybin,DET,LB,16,3,28.0,0.0,,2019
25244,John Simon,NWE,RDE,16,12,28.0,4.0,1.0,2019
25245,Jimmy Smith,BAL,DB,9,5,28.0,1.0,1.0,2019
25246,M.J. Stewart,TAM,DB,10,1,28.0,0.0,0.0,2019
25247,Vince Williams,PIT,RILB,14,8,28.0,2.5,0.0,2019
25248,Vince Biegel,MIA,RILB,15,10,27.0,2.5,1.0,2019
25249,Blake Cashman,NYJ,LB,7,5,27.0,0.5,0.0,2019
25250,Marqui Christian,LAR,DB,16,1,27.0,0.0,0.0,2019
25251,Frank Clark,KAN,RDE,14,11,27.0,8.0,1.0,2019
25252,Brandon Copeland,NYJ,LB,12,3,27.0,1.5,0.0,2019
25253,Kamalei Correa,TEN,LOLB,16,5,27.0,5.0,0.0,2019
25254,Quandre Diggs,2TM,FS-SS,10,10,27.0,0.0,3.0,2019
25255,Leonard Floyd,CHI,ROLB,16,16,27.0,3.0,0.0,2019
25256,Dre Kirkpatrick,CIN,LCB,6,6,27.0,1.0,0.0,2019
25257,Clay Matthews,LAR,LILB,13,13,27.0,8.0,0.0,2019
25258,Kevin Pierre-Louis,CHI,LB,14,3,27.0,0.0,1.0,2019
25259,Curtis Riley,OAK,DB,16,3,27.0,0.0,0.0,2019
25260,Chandon Sullivan,GNB,DB,16,0,27.0,0.0,1.0,2019
25261,Morgan Burnett,CLE,FS,8,8,26.0,2.0,1.0,2019
25262,Juston Burris,CLE,DB,14,9,26.0,1.0,2.0,2019
25263,Jurrell Casey,TEN,RDE,14,14,26.0,5.0,,2019
25264,William Compton,OAK,LB,9,4,26.0,0.0,,2019
25265,Fletcher Cox,PHI,RDT,16,16,26.0,3.5,0.0,2019
25266,Tyeler Davison,ATL,RDT,16,12,26.0,1.0,,2019
25267,Samson Ebukam,LAR,ROLB,16,5,26.0,4.5,0.0,2019
25268,William Gholston,TAM,RDE,16,8,26.0,1.0,0.0,2019
25269,Everson Griffen,MIN,RDE,15,15,26.0,8.0,1.0,2019
25270,William Jackson III,CIN,RCB,14,13,26.0,0.0,1.0,2019
25271,Linval Joseph,MIN,LDT,13,13,26.0,3.0,,2019
25272,Arthur Maulet,NYJ,RCB,12,6,26.0,0.0,1.0,2019
25273,Will Parks,DEN,DB,14,7,26.0,1.0,1.0,2019
25274,Robert Quinn,DAL,RDE,14,14,26.0,11.5,0.0,2019
25275,Kiko Alonso,NOR,LB,13,4,25.0,0.0,0.0,2019
25276,Derek Barnett,PHI,LDE,14,14,25.0,6.5,,2019
25277,Malcolm Butler,TEN,RCB,9,9,25.0,0.0,2.0,2019
25278,Lorenzo Carter,NYG,ROLB,15,12,25.0,4.5,0.0,2019
25279,Darqueze Dennard,CIN,DB,9,5,25.0,0.0,0.0,2019
25280,Kemal Ishmael,ATL,DB,14,3,25.0,0.0,,2019
25281,Kevin Johnson,BUF,DB,16,1,25.0,1.0,0.0,2019
25282,Sebastian Joseph-Day,LAR,NT,16,15,25.0,2.0,0.0,2019
25283,Cassius Marsh,ARI,DE,16,3,25.0,2.5,,2019
25284,Jordan Phillips,BUF,LDT,16,9,25.0,9.5,,2019
25285,Will Redmond,GNB,DB,13,4,25.0,0.0,0.0,2019
25286,Kyzir White,LAC,RLB,16,7,25.0,0.0,1.0,2019
25287,Wesley Woodyard,TEN,LB,15,2,25.0,1.0,0.0,2019
25288,Michael Bennett,2TM,DE,15,1,24.0,6.5,,2019
25289,Marquise Blair,SEA,DB,14,3,24.0,0.0,0.0,2019
25290,Rasul Douglas,PHI,RCB,16,6,24.0,0.0,0.0,2019
25291,Javien Elliott,CAR,DB,16,3,24.0,0.5,1.0,2019
25292,Clelin Ferrell,OAK,LDE,15,15,24.0,4.5,0.0,2019
25293,John Johnson,LAR,SS,6,5,24.0,0.0,2.0,2019
25294,Dexter Lawrence,NYG,RDE,16,16,24.0,2.5,0.0,2019
25295,Trent Murphy,BUF,LDE,16,16,24.0,5.0,1.0,2019
25296,Carl Nassib,TAM,LOLB,14,8,24.0,6.0,,2019
25297,Ed Oliver,BUF,RDT,16,7,24.0,5.0,0.0,2019
25298,Jason Pierre-Paul,TAM,LOLB,10,8,24.0,8.5,0.0,2019
25299,LeShaun Sims,TEN,DB,14,2,24.0,0.0,0.0,2019
25300,Terrell Suggs,2TM,LB-ROLB,15,13,24.0,6.5,,2019
25301,Nick Williams,CHI,LDE,16,5,24.0,6.0,0.0,2019
25302,Ahkello Witherspoon,SFO,RCB,10,8,24.0,0.0,1.0,2019
25303,Josh Bynes,BAL,LILB,12,7,23.0,1.0,2.0,2019
25304,B.J. Goodson,GNB,RILB,15,9,23.0,0.0,,2019
25305,Marcell Harris,SFO,DB,13,4,23.0,0.0,0.0,2019
25306,Derwin James,LAC,FS,5,5,23.0,0.0,0.0,2019
25307,Chris Jones,KAN,LDT/RDT,13,12,23.0,9.0,0.0,2019
25308,Dean Lowry,GNB,LDE,16,16,23.0,0.0,1.0,2019
25309,Uchenna Nwosu,LAC,LB,16,3,23.0,2.0,0.0,2019
25310,Emmanuel Ogbah,KAN,DE,10,4,23.0,5.5,0.0,2019
25311,Adrian Phillips,LAC,DB,7,5,23.0,0.0,,2019
25312,Reggie Ragland,KAN,RLB,14,7,23.0,2.0,,2019
25313,Marvell Tell III,IND,DB,13,1,23.0,0.0,0.0,2019
25314,Darian Thompson,DAL,DB,15,4,23.0,1.5,0.0,2019
25315,Dalvin Tomlinson,NYG,NT,16,16,23.0,3.5,,2019
25316,Derek Wolfe,DEN,RDE,12,12,23.0,7.0,0.0,2019
25317,Kwon Alexander,SFO,LLB,8,8,22.0,0.5,1.0,2019
25318,Vernon Butler,CAR,RDE,14,9,22.0,6.0,,2019
25319,Jermaine Carter Jr.,CAR,LILB,16,5,22.0,0.5,,2019
25320,Samuel Eguavoen,MIA,LOLB,16,6,22.0,3.5,0.0,2019
25321,L.J. Fort,2TM,LB-RILB,16,8,22.0,2.0,0.0,2019
25322,Bruce Irvin,CAR,ROLB,13,12,22.0,8.5,0.0,2019
25323,Trumaine Johnson,NYJ,LCB,7,5,22.0,0.0,1.0,2019
25324,Darron Lee,KAN,LB,16,2,22.0,0.0,,2019
25325,David Onyemata,NOR,LDT,15,15,22.0,3.0,0.0,2019
25326,Roy Robertson-Harris,CHI,DE,15,7,22.0,2.5,0.0,2019
25327,Ndamukong Suh,TAM,LDE,16,16,22.0,2.5,0.0,2019
25328,Andrew Wingard,JAX,DB,16,2,22.0,1.0,,2019
25329,Tyson Alualu,PIT,RDE,16,5,21.0,1.0,0.0,2019
25330,Corey Ballentine,NYG,DB,13,2,21.0,0.0,0.0,2019
25331,Jadeveon Clowney,SEA,LDE,13,11,21.0,3.0,1.0,2019
25332,Poona Ford,SEA,RDT,15,14,21.0,0.5,0.0,2019
25333,Najee Goode,JAX,LB,10,4,21.0,1.0,0.0,2019
25334,Nate Hairston,NYJ,LCB,11,6,21.0,0.0,1.0,2019
25335,Jordan Jenkins,NYJ,LLB,14,13,21.0,8.0,0.0,2019
25336,Josey Jewell,DEN,LB,15,3,21.0,1.5,,2019
25337,DaQuan Jones,TEN,NT,16,16,21.0,1.0,0.0,2019
25338,Tanoh Kpassagnon,KAN,LDE,16,8,21.0,4.0,0.0,2019
25339,Shaq Lawson,BUF,DE,15,0,21.0,6.5,0.0,2019
25340,Steve McLendon,NYJ,LDT,16,16,21.0,2.5,,2019
25341,Kevin Minter,TAM,LB,16,2,21.0,0.0,0.0,2019
25342,Al-Quadin Muhammad,IND,DE,16,4,21.0,3.0,,2019
25343,Kyle Phillips,NYJ,DE,15,4,21.0,1.5,0.0,2019
25344,Joe Thomas,DAL,LB,15,2,21.0,0.0,0.0,2019
25345,Leonard Williams,2TM,LDE,15,12,21.0,0.5,0.0,2019
25346,Blidi Wreh-Wilson,ATL,DB,14,2,21.0,0.0,0.0,2019
25347,Mario Addison,CAR,LOLB,15,15,20.0,9.5,,2019
25348,Denico Autry,IND,RDT,14,14,20.0,3.5,0.0,2019
25349,Sam Beal,NYG,DB,6,3,20.0,0.0,0.0,2019
25350,Tyus Bowser,BAL,LB,16,0,20.0,5.0,0.0,2019
25351,Kris Boyd,MIN,DB,16,0,20.0,0.0,0.0,2019
25352,Christian Covington,DAL,RDT,16,6,20.0,1.0,0.0,2019
25353,Vinny Curry,PHI,DE,16,2,20.0,5.0,,2019
25354,Jaylon Ferguson,BAL,LOLB,14,9,20.0,2.5,0.0,2019
25355,Myles Garrett,CLE,LDE,10,10,20.0,10.0,,2019
25356,Eddie Goldman,CHI,NT,15,15,20.0,1.0,,2019
25357,Rodney Gunter,ARI,RDE,13,13,20.0,3.0,,2019
25358,John Jenkins,MIA,LDE,16,5,20.0,1.0,0.0,2019
25359,Nevin Lawson,OAK,DB,11,5,20.0,0.0,0.0,2019
25360,Ryan Lewis,3TM,DB,13,3,20.0,0.0,1.0,2019
25361,Craig Robertson,NOR,LB,15,1,20.0,1.0,1.0,2019
25362,Jabaal Sheard,IND,RDE,13,12,20.0,4.5,0.0,2019
25363,Olivier Vernon,CLE,RDE,10,10,20.0,3.5,,2019
25364,Jaylen Watkins,LAC,DB,14,3,20.0,0.0,0.0,2019
25365,Deatrich Wise Jr.,NWE,DE,14,3,20.0,2.0,,2019
25366,Blessuan Austin,NYJ,RCB,7,6,19.0,0.0,0.0,2019
25367,Brian Burns,CAR,ROLB,16,5,19.0,7.5,,2019
25368,Duron Harmon,NWE,DB,16,8,19.0,0.0,2.0,2019
25369,Travin Howard,LAR,LB,16,0,19.0,0.0,0.0,2019
25370,D.J. Jones,SFO,LDT,11,11,19.0,2.0,,2019
25371,Sidney Jones,PHI,DB,12,4,19.0,0.0,2.0,2019
25372,Jayron Kearse,MIN,DB,15,3,19.0,0.0,1.0,2019
25373,Trey Marshall,DEN,DB,16,2,19.0,0.0,,2019
25374,Bobby McCain,MIA,FS,9,8,19.0,0.0,2.0,2019
25375,Corey Peters,ARI,NT,16,16,19.0,2.5,,2019
25376,Michael Pierce,BAL,NT,14,14,19.0,0.5,,2019
25377,Vita Vea,TAM,NT,16,16,19.0,2.5,0.0,2019
25378,Troy Apke,WAS,DB,15,2,18.0,0.0,1.0,2019
25379,Geno Atkins,CIN,DT,16,14,18.0,4.5,,2019
25380,Tarell Basham,NYJ,DE,16,2,18.0,2.0,1.0,2019
25381,Andrew Billings,CIN,NT,16,14,18.0,1.0,,2019
25382,Malcom Brown,NOR,RDT,16,16,18.0,2.0,0.0,2019
25383,Taven Bryan,JAX,RDT,16,8,18.0,2.0,0.0,2019
25384,P.J. Hall,OAK,LDT,16,12,18.0,1.5,,2019
25385,Justin Jones,LAC,LDT,12,12,18.0,0.0,0.0,2019
25386,Miles Killebrew,DET,DB,15,1,18.0,0.0,,2019
25387,Takkarist McKinley,ATL,LDE,14,13,18.0,3.5,,2019
25388,Derrick Nnadi,KAN,RDT/LDT,16,16,18.0,1.0,1.0,2019
25389,Ifeadi Odenigbo,MIN,DE,16,0,18.0,7.0,,2019
25390,Amani Oruwariye,DET,DB,9,2,18.0,0.0,2.0,2019
25391,Elandon Roberts,NWE,LB,16,3,18.0,1.0,0.0,2019
25392,Jeffery Simmons,TEN,LDE,9,7,18.0,2.0,0.0,2019
25393,Tye Smith,TEN,DB,9,3,18.0,0.0,,2019
25394,Jamar Taylor,2TM,DB,12,0,18.0,0.0,0.0,2019
25395,Stephon Tuitt,PIT,RDE,6,6,18.0,3.5,,2019
25396,Terrence Brooks,NWE,DB,15,0,17.0,0.0,1.0,2019
25397,Zach Brown,PHI,MLB,6,6,17.0,0.0,0.0,2019
25398,Adam Butler,NWE,DT,16,2,17.0,6.0,0.0,2019
25399,Kamu Grugier-Hill,PHI,LLB,10,6,17.0,0.0,,2019
25400,Chris Jones,ARI,DB,11,3,17.0,0.0,0.0,2019
25401,Reshad Jones,MIA,DB,4,4,17.0,0.0,0.0,2019
25402,Kameron Kelly,PIT,DB,14,1,17.0,0.0,1.0,2019
25403,Tyler Lancaster,GNB,RDE,16,10,17.0,1.5,,2019
25404,Carl Lawson,CIN,LB,12,2,17.0,5.0,,2019
25405,Pernell McPhee,BAL,LOLB,7,7,17.0,3.0,0.0,2019
25406,Tony McRae,CIN,DB,16,2,17.0,0.0,0.0,2019
25407,Terrance Mitchell,CLE,DB,15,4,17.0,0.0,1.0,2019
25408,Chad Thomas,CLE,LDE,16,8,17.0,4.0,0.0,2019
25409,Ken Webster,MIA,LCB,8,5,17.0,0.0,0.0,2019
25410,Chase Winovich,NWE,LB,16,0,17.0,5.5,,2019
25411,Chris Wormley,BAL,RDE,16,7,17.0,1.5,0.0,2019
25412,Kentrell Brothers,MIN,LB,13,1,16.0,0.0,,2019
25413,Deone Bucannon,2TM,LB,14,1,16.0,0.0,,2019
